"survey_id","site_code","country","ecoregion","area","program","latitude","longitude","survey_date","depth","number_individuals","total_biomass","sp_richness","sp_evenness","shannon","size_cwm_total","size_cwm_biomass"
923400869,"LHI9","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.06,2022-03-21,11,2983,48024.0248,99,0.431176897767922,3.44971044540608,7.73298692591351,13.2458205377239
923400870,"LHI39","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2022-03-18,10,340,13897.3405,87,0.667670784876148,3.89181669551019,8.71323529411765,28.4443095245454
923400871,"LHI1","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.04,2022-03-18,14,461,9923.8669,51,0.365540876095614,2.24200769408012,6.48574561403509,21.0243638999229
923400872,"LHI23","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.1,2022-03-21,7.5,753,42184.1361,71,0.408293466689213,2.70456255543389,10.398406374502,22.0517222942489
923400873,"LHI11","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.58,159.07,2022-03-25,5,746,18259.8333,75,0.533267013080434,3.52741496316734,6.66890080428954,25.209228772094
923400874,"LHI14","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.07,2022-03-17,7,262,45828.2091,53,0.580640623047871,3.23320702200903,21.469465648855,NA
923400875,"LHI24","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.03,2022-03-24,6,1814,29657.1832,56,0.376181631329229,2.82259973360304,7.34977949283352,13.9942127747318
923400876,"LHI19","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.07,2022-03-22,8,748,20670.2633,78,0.527143538306205,3.48832122020748,8.41911764705882,21.5726956293779
923400877,"LHI34","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.07,2022-03-19,11,582,16688.4113,86,0.541615635891397,3.44817993993185,8.56529209621993,NA
923400878,"LHI46","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.54,159.11,2022-03-24,8,1653,31700.1908,70,0.37311218059008,2.76489076459737,6.23865698729583,48.9255827523284
923400879,"LHI3","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.55,159.06,2022-03-18,4,780,32374.841,93,0.612076101040083,4.07599465803989,9.91025641025641,16.854214009885
923400880,"LHI49","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.55,159.06,2022-03-19,5,672,34927.7535,65,0.530914532876616,3.45639076576494,10.9672619047619,13.3956099839058
923400881,"LHI7","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.55,159.07,2022-03-17,5,396,28431.6914,59,0.573280681497075,3.42902921534426,12.3611111111111,28.7845606241351
923400882,"LHI21","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.6,159.08,2022-03-24,10,367,13396.4433,61,0.576971062194929,3.40722289811746,9.74114441416894,19.3496741220858
923400883,"LHI35","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.08,2022-03-19,11,633,12127.8113,60,0.485164934986933,3.12954206299472,7.05766192733017,NA
923400884,"LHI14","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.07,2022-03-17,5.1,172,44998.6004,36,0.626099116464304,3.22284174393779,12.5290697674419,126.479272725336
923400885,"LHI23","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.56,159.1,2022-03-21,8.5,435,13453.5133,61,0.49959607935017,3.03521905782752,10.183908045977,NA
923400886,"LHI47","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.07,2022-03-13,3,136,11661.6881,54,0.74517025618751,3.66076429976476,12.6470588235294,33.3913811757665
923400887,"LHI18","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.07,2022-03-16,7,217,15713.9794,60,0.647907149585404,3.48567395939446,9.32027649769585,32.0511724102171
923400888,"LHI48","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.05,2022-03-15,10.1,602,15112.5704,60,0.484330531750597,3.09984009182714,8.68770764119601,15.773619324215
923400889,"LHI5","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.54,159.07,2022-03-14,4.1,677,80758.4762,126,0.635075523604965,4.1392134963298,12.9615952732644,32.6345013769589
923400890,"LHI37","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.06,2022-03-15,10,376,23848.3042,65,0.581513684026849,3.44813722753827,11.0172872340426,20.4193215654302
923400891,"LHI11","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.58,159.07,2022-03-25,8,508,13087.9822,63,0.414035134385404,2.57963822343392,6.63385826771654,24.6257366357054
923400892,"LHI28","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.04,2022-03-15,6,406,7961.6855,51,0.496438249788733,2.98178345016571,6.42241379310345,23.418244886714
923400893,"LHI32","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.75,159.24,2022-03-23,10,1057,74550.7966,71,0.483160516527403,3.3643384702515,8.20719016083254,60.8560916101599
923400894,"LHI33","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.06,2022-03-13,1.5,225,27095.3116,72,0.741492423754566,4.01599741452864,13.2444444444444,30.6941236283845
923400895,"LHI5","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.54,159.07,2022-03-14,4,599,33368.2106,93,0.53578366710403,3.42647671112787,11.2020033388982,NA
923400896,"LHI24","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.03,2022-03-24,20,737,12006.377,61,0.455771884107125,3.00927392360603,6.9674355495251,24.338684225891
923400897,"LHI32","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.75,159.24,2022-03-23,22,1147,26741.6792,50,0.339804413437655,2.39388985105008,7.05754141238012,31.9729295645727
923400898,"LHI19","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.07,2022-03-22,14,2530,58510.5608,69,0.294676382680318,2.30907664451663,10.1136363636364,NA
923400899,"LHI3","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.55,159.06,2022-03-18,5,612,16382.5002,98,0.589484298535854,3.78256292844915,8.92156862745098,16.956622332286
923400900,"LHI49","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.55,159.06,2022-03-19,4,947,83919.2218,165,0.647920368444287,4.44039207351602,12.4234424498416,27.626815290606
923400901,"LHI18","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.07,2022-03-16,10,246,13153.8701,61,0.619457650711334,3.41031973963568,9.33943089430894,36.1000608672576
923400902,"LHI22","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.57,159.1,2022-03-24,9,336,7824.4715,69,0.655676464540383,3.81414287920308,7.28422619047619,15.3811291599695
923400903,"LHI47","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.07,2022-03-13,2,246,40171.6085,79,0.731049787533722,4.02467144964605,17.0630081300813,NA
923400904,"LHI18","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.5,159.07,2022-03-16,8,389,3450.3277,30,0.362745212484066,2.16325985616646,4.2159383033419,20.5627019137921
923400905,"LHI48","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.05,2022-03-15,10,1476,4846.3858,48,0.286226316476563,2.08861947940133,4.11077235772358,10.8991025332734
923400906,"LHI37","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.51,159.06,2022-03-15,11,594,42284.0755,99,0.612570707964666,3.91241518634686,10.1725589225589,33.4059619383188
923400907,"LHI2","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.52,159.04,2022-03-24,5.1,275,10575.9336,50,0.592382487552241,3.32727683484726,10.4272727272727,18.8825861671446
923400908,"LHI16","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.54,159.05,2022-03-17,10,489,23535.1501,112,0.658548655330875,4.07797199076503,9.34049079754601,25.1265664330732
923400909,"TAS29","Australia","Bassian","Tasmania","ATRC",-43.14,147.97,2022-05-04,8,26,3195.5519,13,0.662721563377685,2.15921083131302,15.8653846153846,26.0377975710549
923400910,"TAS145","Australia","Bassian","Tasmania","ATRC",-43.53,147,2022-05-24,7,20,7214.0923,15,0.861173072104145,2.57984396521802,24.5,29.0405076325403
923400911,"TAS421","Australia","Bassian","Tasmania","ATRC",-43.14,148,2022-03-31,9,90,4864.0851,23,0.485280477293401,2.18366978454733,9,35.5330826243151
923400912,"TAS29","Australia","Bassian","Tasmania","ATRC",-43.14,147.97,2022-05-04,8.1,70,1996.1784,17,0.392897223199809,1.66922198337879,9.25,22.1490490278825
923400913,"TAS422","Australia","Bassian","Tasmania","ATRC",-43.45,146.98,2022-04-07,4,7,1179.3128,6,0.898226517969136,1.74786809746676,19.2857142857143,24.4403673054341
923400914,"TAS420","Australia","Bassian","Tasmania","ATRC",-41.85,148.28,2022-03-29,9,4,2093.3127,4,1,1.38629436111989,29.375,36.0115231470196
923400916,"TAS32","Australia","Bassian","Tasmania","ATRC",-43.12,147.97,2022-03-31,11,302,2003.0185,15,0.337275155540253,1.92598516048637,6.5976821192053,7.72135841481244
923400917,"TAS66","Australia","Bassian","Tasmania","ATRC",-41.87,148.3,2022-03-29,8,18,2815.0136,14,0.866770851906594,2.50528999091842,18.6111111111111,28.9347012390988
923400918,"SI6","Australia","Tweed-Moreton","New South Wales","RLS",-30.02,153.27,2022-05-04,7,1036,19002.0978,134,0.507059720459457,3.52057771483061,7.43484555984556,17.4543673409575
923400919,"SI24","Australia","Tweed-Moreton","New South Wales","RLS",-30.02,153.27,2022-05-04,9,2241,156886.0531,141,0.403269537382986,3.11109441591864,10.7541276215975,25.6241821950711
923400920,"PS20","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-05-08,6.2,205,17438.7033,61,0.614366722822902,3.27028019643687,14.719512195122,22.8016971307723
923400921,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2022-05-07,7,224,15874.87,91,0.732356468485088,3.96325399122782,12.0982142857143,22.3816750310396
923400922,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-05-07,5,265,22927.2499,58,0.551423304755606,3.07679306028874,14.5566037735849,28.5919539133213
923400923,"PS27","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.79,152.11,2022-05-07,3.6,517,24440.6549,29,0.276659818306046,1.72858240642988,13.8007736943907,14.6537623670632
923400924,"PS2","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,10.5,1571,68620.7426,80,0.361134754319427,2.65775953746322,10.1129853596435,20.3430926328973
923400925,"PS2","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,8,423,23416.7353,31,0.356860688478106,2.1580693992978,11.5307328605201,14.3537947303013
923400926,"PS10","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.75,152.17,2022-05-08,2,633,16109.0472,65,0.474352038752478,3.05979379565664,8.21090047393365,18.1702093311888
923400927,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-05-07,8,129,11629.0404,61,0.73250458920094,3.55983488885058,13.8178294573643,23.5097175343892
923400928,"PS29","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.79,152.11,2022-05-07,4,943,23148.6694,31,0.27229909180514,1.8649945284743,8.66914103923648,13.5984448743304
923400929,"PS29","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.79,152.11,2022-05-07,3.5,123,7563.3687,25,0.43515890272348,2.09406486378696,11.239837398374,19.1464357674379
923400930,"PS13","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.72,152.14,2022-05-06,7,43,1970.2021,24,0.786677371872053,2.95885102209867,11.453488372093,13.7823339290929
923400931,"PS13","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.72,152.14,2022-05-06,7.2,35,1509.7529,29,0.924747070832894,3.28779770565374,10.7142857142857,16.167693402013
923400932,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2022-05-08,6,167,18708.3652,70,0.724602683986071,3.70851205310128,18.0838323353293,24.3150079596479
923400933,"PS10","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.75,152.17,2022-05-08,4,172,9842.5307,49,0.588363996172363,3.02860042065313,12.5581395348837,19.0223673876882
923400934,"PS6","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,8,435,37350.5778,39,0.377961528042481,2.2962470692971,14.5,15.9224768806656
923400935,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-05-07,11,1179,78672.795,111,0.471578270631633,3.3352004890327,11.0623409669211,31.4845430113421
923400936,"PS6","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,11.5,1013,35805.4584,87,0.426100426689103,2.94890108093548,9.37068114511352,25.3756135405321
923400937,"PS10","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.75,152.17,2022-05-08,6,220,11960.4104,27,0.351421366541036,1.89543596295252,9.03409090909091,19.5906417642659
923400938,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2022-05-08,12,1624,226577.2409,118,0.422261193962698,3.12162816864529,14.384236453202,32.1389583639334
923400939,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2022-05-07,10,216,30365.0357,71,0.69007522122679,3.70934643633824,16.2268518518519,32.6198318037874
923400940,"PS2","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,10,2989,180699.8506,59,0.309123737288199,2.47382272781966,11.8969555035129,13.6295466463988
923400941,"PS27","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.79,152.11,2022-05-07,5.1,1702,85343.3332,58,0.279576801827404,2.07992819865278,12.3237367802585,16.0429837154521
923400942,"PS6","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.62,152.33,2022-05-06,10,561,33082.1936,56,0.496663096403843,3.14373878430904,12.192513368984,14.8826501789168
923400943,"PS20","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-05-08,11,534,14047.1386,44,0.212222589332983,1.33284186698023,8.70318352059925,20.8204469307365
923400944,"GBR200","Australia","Central and Southern Great Barrier Reef","Queensland","RLS",-16.93,145.99,2022-06-09,4,4180,175765.7419,190,0.42676365598749,3.55838375429731,7.13696172248804,33.1063670391505
923400945,"WA97","Australia","Leeuwin","Western Australia","RLS",-33.59,115.21,2022-04-01,18.7,4278,72225.6046,75,0.213204308518237,1.78265258223061,6.82795698924731,17.7821516775507
923400946,"WA98","Australia","Leeuwin","Western Australia","RLS",-33.59,115.24,2022-04-02,17.1,2536,35761.933,102,0.252551070447992,1.97958199488282,6.17507886435331,22.9230039103311
923400947,"WA98","Australia","Leeuwin","Western Australia","RLS",-33.59,115.24,2022-04-02,18,4031,43740.4349,94,0.260032283423157,2.15872814795668,6.0009923096006,14.1220463722458
923400948,"WA183","Australia","Leeuwin","Western Australia","RLS",-33.6,115.22,2022-04-03,17,7111,94393.2336,86,0.219496027901728,1.94679766597332,6.5071719870623,25.0654164050166
923400949,"WA183","Australia","Leeuwin","Western Australia","RLS",-33.6,115.22,2022-04-03,18,3135,99269.3038,116,0.284311211408019,2.28881455615177,7.2719298245614,22.0778053900283
923400950,"WA97","Australia","Leeuwin","Western Australia","RLS",-33.59,115.21,2022-04-01,18.2,2841,34202.5446,89,0.293552962439951,2.33430714320326,5.97500879971841,18.5184679870281
923400951,"WA99","Australia","Leeuwin","Western Australia","RLS",-33.59,115.2,2022-04-01,18,1754,28753.361,95,0.336754260898617,2.51543787017403,6.30986316989738,21.1273185072173
923400952,"WA18","Australia","Leeuwin","Western Australia","RLS",-33.59,115.23,2022-04-02,18.7,5463,239810.2831,81,0.25011248851968,2.15240639055607,9.02892183781805,35.3656026854505
923400953,"WA18","Australia","Leeuwin","Western Australia","RLS",-33.59,115.23,2022-04-02,17.9,2268,65602.8278,106,0.337709629275212,2.60936534469366,8.84038800705467,21.1019119171262
923400954,"WA182","Australia","Leeuwin","Western Australia","RLS",-33.6,115.21,2022-04-03,16.5,817,18621.3062,66,0.430534332307091,2.88700785039788,7.62239902080783,17.3470194319666
923400955,"WA182","Australia","Leeuwin","Western Australia","RLS",-33.6,115.21,2022-04-03,17.4,4981,38641.0952,72,0.205518118791853,1.74965506562461,5.44067456334069,12.9619635172763
923400956,"WA99","Australia","Leeuwin","Western Australia","RLS",-33.59,115.2,2022-04-01,18.5,2315,47500.0185,77,0.309454765333437,2.39739711671397,7.07343412526998,21.1675189663347
923400957,"PS17","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.15,2022-02-06,6.6,1025,16647.8026,98,0.319963054283854,2.2181272010512,7.69268292682927,16.7900179060268
923400958,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-02-05,6.8,141,8785.047,61,0.727032173678026,3.59790766011227,12.1099290780142,16.5050403543658
923400959,"PS7","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.71,152.16,2022-02-05,6,144,4337.6705,52,0.651003421717936,3.23536546332328,9.27083333333333,13.2701796390482
923400987,"SI24","Australia","Tweed-Moreton","New South Wales","RLS",-30.02,153.27,2022-05-04,10,5454,101867.9617,71,0.318441813891745,2.7399066640851,8.13806380638064,10.2342357214359
923400988,"SI6","Australia","Tweed-Moreton","New South Wales","RLS",-30.02,153.27,2022-05-04,8,2314,22642.0672,84,0.360573921036045,2.79326985976769,5.68388072601556,20.5936801234297
923401017,"NSW31","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.45,152.54,2022-06-25,9,672,61093.6869,82,0.504201331001951,3.28248092045832,12.9947916666667,27.6483575383957
923401018,"NSW32","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.43,152.54,2022-06-26,7,1404,76938.8357,94,0.414381279854676,3.00305452785062,11.9747150997151,19.9630942686594
923401019,"NSW58","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.47,152.55,2022-06-26,9,708,46623.0082,105,0.59894962868421,3.93057345317874,12.0197740112994,23.5610012450891
923401020,"NSW24","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.43,152.53,2022-06-24,6,920,44854.2519,134,0.511154017417386,3.48830601779995,10.7907608695652,18.0944608285842
923401021,"NSW26","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.43,152.53,2022-06-24,6,991,76032.4441,86,0.494831527868371,3.41370145335025,13.3879919273461,19.1332532245928
923401022,"NSW29","Australia","Manning-Hawkesbury","New South Wales","RLS",-32.46,152.55,2022-06-25,8,818,52040.0055,76,0.454372679555661,3.04741501129313,10.9474327628362,31.1194602919479
923401023,"LHI41","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2022-05-05,3,327,19625.411,63,0.641981925351244,3.71704977821964,10.5810397553517,28.2902628383171
923401024,"LHI41","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2022-05-05,1.5,230,7598.8443,50,0.637630682252659,3.46748621989276,8.23913043478261,19.0048072507552
923401025,"LHI41","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2022-05-05,2.5,888,48051.9934,96,0.564742639202497,3.83402181960857,10.357545045045,22.951271164122
923401026,"LHI41","Australia","Lord Howe and Norfolk Islands","New South Wales","RLS",-31.53,159.05,2022-05-05,2,559,69802.1847,96,0.642432932336221,4.06412675643627,14.0188172043011,40.5664476788217
923401027,"SSG57","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.61,2022-02-07,3,3,53.76,2,0.579380164285695,0.636514168294813,6.66666666666667,9.80619419642857
923401028,"SSG56","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.6,2022-02-08,3.1,10,96.7213,8,0.856863623584101,1.97300140639361,7.25,8.44787549381574
923401029,"SSG56","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.6,2022-02-08,3,457,174.8401,7,0.119142561759631,0.729710469157797,2.60940919037199,5.86487882356507
923401030,"SSG58","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.6,2022-02-08,2.5,8,864.8664,8,1,2.07944154167984,13.75,17.7215793098217
923401031,"SSG56","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.6,2022-02-08,1.5,114,429.3931,7,0.116893421357817,0.553630440862416,3.20175438596491,18.3014462738223
923401032,"SSG56","Australia","South Australian Gulfs","South Australia","RLS",-33.93,137.6,2022-02-08,1.4,10,23.6685,3,0.409691001300806,0.943348392329039,6.25,6.94973276718001
923401033,"NI9","Australia","Lord Howe and Norfolk Islands","Other Territories","RLS",-29.06,167.96,2022-05-05,2,231,11390.8675,54,0.626935615669247,3.4120454980752,9.72943722943723,16.7084787879413
923401034,"NI9","Australia","Lord Howe and Norfolk Islands","Other Territories","RLS",-29.06,167.96,2022-05-05,2.1,198,12227.2081,46,0.616164942804055,3.25844475250047,10.0505050505051,20.6761832858639
923401035,"NI10","Australia","Lord Howe and Norfolk Islands","Other Territories","RLS",-29.06,167.96,2022-05-03,1.6,319,16697.0583,79,0.641413949342146,3.69787399394943,9.96865203761755,19.2102955195407
923401036,"NI10","Australia","Lord Howe and Norfolk Islands","Other Territories","RLS",-29.06,167.96,2022-05-03,1.5,316,8477.6589,67,0.635880192539767,3.65996246698491,8.14082278481013,13.1552228410605
923401037,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2022-02-12,5.4,1514,17719.7644,53,0.241335406513098,1.76718103228516,7.13507265521797,18.512915301515
923401038,"GSV43","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.17,2021-12-12,5.4,47,5541.9942,25,0.765253657825274,2.94633953537583,15.5851063829787,17.7208572773317
923401039,"GSV18","Australia","South Australian Gulfs","South Australia","RLS",-35.59,138.11,2022-02-11,5.4,38,6607.586,23,0.820107918346271,2.98321321325841,19.2105263157895,23.3798580147122
923401040,"GSV4","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-01-30,5.3,22,4704.9838,14,0.813830101431874,2.51558339334683,21.3636363636364,27.6382891584026
923401041,"GSV26","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.21,2022-02-14,5.3,452,2740.8935,27,0.201921253425245,1.23448236879531,5.02212389380531,14.7097354384619
923401042,"GSV43","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.17,2021-12-12,5.2,107,18043.0967,35,0.66032249673468,3.08557400278569,18.0140186915888,21.8001130870179
923401043,"GSV18","Australia","South Australian Gulfs","South Australia","RLS",-35.59,138.11,2022-02-11,5.2,10,586.6111,10,1,2.30258509299405,12,15.4570596260453
923401044,"GSV26","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.21,2022-02-14,5.1,99,7019.5845,16,0.464726881749214,2.13547571921697,14.3181818181818,19.1642519938324
923401045,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2022-02-12,5.2,827,31682.7035,51,0.37664583426439,2.53023315378244,11.1033857315599,25.9813977601375
923401046,"GSV4","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-01-30,5.1,16,1137.2139,13,0.90625,2.5126585295298,13.28125,21.1308980658784
923401047,"GSV125","Australia","South Australian Gulfs","South Australia","RLS",-34.96,138.48,2022-04-05,10.4,2996,12973.1704,36,0.167944366790767,1.34440025620405,6.60213618157543,7.63294392941913
923401048,"GSV5","Australia","South Australian Gulfs","South Australia","RLS",-35.53,138.15,2022-02-11,5.1,68,8993.4126,36,0.803216308398491,3.38917740221054,16.8014705882353,20.4626484055674
923401049,"GSV125","Australia","South Australian Gulfs","South Australia","RLS",-34.96,138.48,2022-04-05,10.2,631,4310.903,40,0.331422235280201,2.13678052049856,6.36687797147385,12.2291815079115
923401050,"GSV5","Australia","South Australian Gulfs","South Australia","RLS",-35.53,138.15,2022-02-11,5.3,76,7079.3016,30,0.636612773501115,2.75700016305343,12.9605263157895,24.6187254544996
923401051,"GSV93","Australia","South Australian Gulfs","South Australia","RLS",-35.27,138.43,2022-02-13,5.3,335,1808.7507,10,0.136477346210604,0.793497105505534,5.32835820895522,19.5824702376065
923401052,"GSV41","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2022-02-14,5.1,55,4340.4811,37,0.871829813175033,3.49371254221134,13.5909090909091,16.5958363463442
923401053,"GSV93","Australia","South Australian Gulfs","South Australia","RLS",-35.27,138.43,2022-02-13,5.1,534,11689.5648,30,0.245797155193927,1.54370343070819,9.29307116104869,22.9510629215213
923401054,"GSV116","Australia","South Australian Gulfs","South Australia","RLS",-35.27,138.43,2022-02-13,5.3,2051,17561.36,41,0.187675837335587,1.43123146721172,6.21526084836665,29.3822245401267
923401055,"GSV116","Australia","South Australian Gulfs","South Australia","RLS",-35.27,138.43,2022-02-13,5.1,2390,46404.0068,49,0.197991943655597,1.54018896100025,7.79916317991632,29.2261809921983
923401056,"GSV34","Australia","South Australian Gulfs","South Australia","RLS",-35.55,138.13,2022-01-30,5.3,34,7134.0366,18,0.757915254631094,2.6726824349355,20.1470588235294,26.7136863301206
923401057,"GSV41","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.18,2022-02-14,5.3,150,24990.2833,42,0.609456198474327,3.0537627382812,19.7666666666667,21.8085911114901
923401058,"GSV42","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-02-12,5.4,53,6891.8576,31,0.751767902919744,2.98473802583029,15.377358490566,37.033298903332
923401059,"GSV34","Australia","South Australian Gulfs","South Australia","RLS",-35.55,138.13,2022-01-30,5.1,36,4284.4574,20,0.790349688085051,2.83223307525566,15.2083333333333,23.6164315696079
923401060,"GSV42","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-02-12,5.2,210,8346.3961,40,0.443291765236376,2.37032873620046,7.92857142857143,19.7130027174244
923401061,"GSV4","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-01-30,5.2,86,4167.767,28,0.455454768975232,2.02875371875059,9.7093023255814,21.0244382063585
923401062,"GSV26","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.21,2022-02-14,5.4,1943,18116.2833,30,0.16805001338554,1.27247276027303,4.94853319608852,31.3487584812719
923401063,"GSV95","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.22,2022-02-12,5.3,1022,20671.0658,32,0.205812332309755,1.42618000837043,8.21428571428571,24.4531960466209
923401064,"GSV18","Australia","South Australian Gulfs","South Australia","RLS",-35.59,138.11,2022-02-11,5.3,43,1894.1851,12,0.351960241856129,1.32379290238881,9.01162790697674,22.2063729410605
923401065,"GSV4","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.16,2022-01-30,5.4,64,5637.6154,17,0.47806137479106,1.98820136442621,13.359375,20.6248100925792
923401066,"GSV26","Australia","South Australian Gulfs","South Australia","RLS",-35.51,138.21,2022-02-14,5.2,829,14231.1109,40,0.2468871433852,1.659135957021,7.18938480096502,19.3761684128257
923401067,"GSV43","Australia","South Australian Gulfs","South Australia","RLS",-35.52,138.17,2021-12-12,5.3,76,3817.8571,23,0.47298278552177,2.04836231864063,10.0328947368421,22.2150825131721
923401068,"GSV18","Australia","South Australian Gulfs","South Australia","RLS",-35.59,138.11,2022-02-11,5.1,19,1634.7315,12,0.807834774719492,2.37862019941021,16.1842105263158,17.7544699236541
923401069,"GSV116","Australia","South Australian Gulfs","South Australia","RLS",-35.27,138.43,2022-02-13,5.4,1538,11144.5428,34,0.1938023963695,1.42216813861279,6.40279583875163,20.6212814311234
